respondent_id,wording_arm,question_wording,age_band,gender,digital_confidence_z,likelihood_1_5,item_missing,survey_completed,completion_seconds
R1929,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.397,2.0,0,1,226
R1930,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,1.25,4.0,0,1,286
R1931,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.728,4.0,0,1,125
R1932,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-1.719,3.0,0,1,275
R1933,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.01,4.0,0,1,314
R1934,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,0.295,2.0,0,1,172
R1935,Neutral,How likely are you to use the council's new online services?,35-54,Non-binary / self-describe,-0.146,1.0,0,1,127
R1936,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.596,2.0,0,0,330
R1937,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-2.068,1.0,0,1,362
R1938,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,1.314,3.0,0,1,137
R1939,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.399,2.0,0,1,329
R1940,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-1.44,3.0,0,1,295
R1941,Neutral,How likely are you to use the council's new online services?,18-34,Man,-0.519,3.0,0,1,181
R1942,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-1.461,2.0,0,1,443
R1943,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-2.5,1.0,0,1,115
R1944,Neutral,How likely are you to use the council's new online services?,18-34,Woman,1.625,4.0,0,1,300
R1945,Neutral,How likely are you to use the council's new online services?,55+,Man,-2.093,2.0,0,1,131
R1946,Neutral,How likely are you to use the council's new online services?,35-54,Man,1.759,,1,1,172
R1947,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.117,5.0,0,1,245
R1948,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,1.107,2.0,0,0,318
R1949,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.307,2.0,0,1,220
R1950,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.449,1.0,0,1,268
R1951,Neutral,How likely are you to use the council's new online services?,35-54,Man,-1.941,3.0,0,1,384
R1952,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-1.572,2.0,0,1,184
R1953,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.834,1.0,0,1,364
R1954,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-2.2,1.0,0,1,242
R1955,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.017,4.0,0,1,192
R1956,Neutral,How likely are you to use the council's new online services?,55+,Man,0.268,2.0,0,1,134
R1957,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,0.718,4.0,0,1,374
R1958,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.134,3.0,0,0,187
R1959,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-0.371,2.0,0,1,330
R1960,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.236,1.0,0,1,128
R1961,Neutral,How likely are you to use the council's new online services?,55+,Woman,-2.24,2.0,0,1,274
R1962,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.599,5.0,0,1,210
R1963,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.21,3.0,0,1,192
R1964,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.354,3.0,0,1,152
R1965,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.358,4.0,0,1,211
R1966,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-1.347,4.0,0,1,200
R1967,Neutral,How likely are you to use the council's new online services?,18-34,Man,2.146,,1,1,229
R1968,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-0.084,1.0,0,1,254
R1969,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.324,4.0,0,1,302
R1970,Neutral,How likely are you to use the council's new online services?,55+,Man,-1.306,2.0,0,1,481
R1971,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-1.911,2.0,0,1,367
R1972,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.547,4.0,0,1,214
R1973,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.766,3.0,0,1,287
R1974,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-1.827,4.0,0,1,288
R1975,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.121,4.0,0,1,118
R1976,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-1.244,3.0,0,1,174
R1977,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.309,2.0,0,1,252
R1978,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.363,3.0,0,1,229
R1979,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,1.445,3.0,0,1,301
R1980,Neutral,How likely are you to use the council's new online services?,35-54,Woman,1.332,5.0,0,1,258
R1981,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.494,4.0,0,1,166
R1982,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.34,2.0,0,1,255
R1983,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-1.483,1.0,0,1,254
R1984,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.312,4.0,0,1,146
R1985,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-0.363,3.0,0,1,255
R1986,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.437,2.0,0,1,262
R1987,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.901,2.0,0,1,182
R1988,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Non-binary / self-describe,0.282,4.0,0,1,265
R1989,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,1.252,3.0,0,1,215
R1990,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,1.171,3.0,0,1,133
R1991,Neutral,How likely are you to use the council's new online services?,18-34,Woman,1.543,5.0,0,1,141
R1992,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-1.333,1.0,0,1,167
R1993,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.334,3.0,0,1,248
R1994,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-0.074,4.0,0,1,176
R1995,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,0.413,3.0,0,1,208
R1996,Neutral,How likely are you to use the council's new online services?,55+,Man,-1.033,5.0,0,1,96
R1997,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.565,5.0,0,1,193
R1998,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.59,2.0,0,1,356
R1999,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-1.798,2.0,0,1,160
R2000,Neutral,How likely are you to use the council's new online services?,35-54,Man,1.053,3.0,0,1,258
R2001,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-0.145,,1,1,159
R2002,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,1.603,3.0,0,1,264
R2003,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-0.362,4.0,0,1,173
R2004,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-1.233,3.0,0,1,156
R2005,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.02,4.0,0,1,148
R2006,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,2.5,5.0,0,1,187
R2007,Neutral,How likely are you to use the council's new online services?,35-54,Man,1.788,4.0,0,1,234
R2008,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,2.104,4.0,0,1,245
R2009,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-2.5,1.0,0,1,297
R2010,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.935,4.0,0,1,326
R2011,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,1.909,4.0,0,1,256
R2012,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,0.906,3.0,0,1,178
R2013,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-1.096,3.0,0,1,296
R2014,Neutral,How likely are you to use the council's new online services?,35-54,Woman,1.204,3.0,0,1,624
R2015,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.347,,1,1,187
R2016,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.568,,1,1,378
R2017,Neutral,How likely are you to use the council's new online services?,55+,Woman,-2.182,2.0,0,1,165
R2018,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.995,3.0,0,1,273
R2019,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.224,4.0,0,1,266
R2020,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.064,5.0,0,1,185
R2021,Neutral,How likely are you to use the council's new online services?,18-34,Woman,1.502,5.0,0,1,253
R2022,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.272,2.0,0,1,346
R2023,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.693,3.0,0,1,167
R2024,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.415,3.0,0,1,150
R2025,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.359,5.0,0,1,273
R2026,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,2.026,3.0,0,1,194
R2027,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.541,1.0,0,1,144
R2028,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.024,3.0,0,1,290
R2029,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.542,5.0,0,1,130
R2030,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,1.324,5.0,0,1,242
R2031,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.884,4.0,0,1,109
R2032,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,1.299,4.0,0,1,214
R2033,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-1.119,3.0,0,1,153
R2034,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.485,3.0,0,1,234
R2035,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.522,2.0,0,1,460
R2036,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.582,2.0,0,1,343
R2037,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.993,4.0,0,1,212
R2038,Neutral,How likely are you to use the council's new online services?,35-54,Woman,1.277,4.0,0,1,237
R2039,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,0.126,2.0,0,1,227
R2040,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.13,3.0,0,1,194
R2041,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.72,3.0,0,1,219
R2042,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,2.033,5.0,0,1,181
R2043,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-0.427,4.0,0,1,269
R2044,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.094,4.0,0,1,193
R2045,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.572,,1,1,240
R2046,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.669,4.0,0,1,232
R2047,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.137,3.0,0,1,175
R2048,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.021,3.0,0,1,239
R2049,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-0.607,5.0,0,1,458
R2050,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.905,5.0,0,1,356
R2051,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.997,5.0,0,1,227
R2052,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-2.5,4.0,0,1,317
R2053,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.159,3.0,0,1,252
R2054,Neutral,How likely are you to use the council's new online services?,55+,Man,-2.5,1.0,0,1,123
R2055,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.057,4.0,0,1,285
R2056,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.165,4.0,0,1,280
R2057,Neutral,How likely are you to use the council's new online services?,18-34,Man,1.522,4.0,0,1,182
R2058,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,1.085,4.0,0,1,143
R2059,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.264,2.0,0,1,190
R2060,Neutral,How likely are you to use the council's new online services?,55+,Woman,-1.027,4.0,0,1,97
R2061,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-0.611,1.0,0,1,186
R2062,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-0.066,2.0,0,1,160
R2063,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.299,3.0,0,1,244
R2064,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-0.076,1.0,0,1,137
R2065,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.123,2.0,0,1,233
R2066,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.99,3.0,0,1,215
R2067,Neutral,How likely are you to use the council's new online services?,55+,Man,0.783,5.0,0,1,246
R2068,Neutral,How likely are you to use the council's new online services?,18-34,Man,-1.563,5.0,0,1,267
R2069,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-1.12,4.0,0,1,125
R2070,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.999,3.0,0,1,272
R2071,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.185,2.0,0,1,179
R2072,Neutral,How likely are you to use the council's new online services?,35-54,Woman,2.5,4.0,0,1,186
R2073,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-1.362,1.0,0,1,225
R2074,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.233,4.0,0,1,363
R2075,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.5,2.0,0,1,262
R2076,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.377,3.0,0,1,388
R2077,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-0.021,4.0,0,1,195
R2078,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.282,2.0,0,1,281
R2079,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-1.272,3.0,0,1,219
R2080,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.244,4.0,0,1,449
R2081,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,1.437,4.0,0,1,384
R2082,Neutral,How likely are you to use the council's new online services?,18-34,Man,2.056,3.0,0,1,312
R2083,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.386,4.0,0,1,189
R2084,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.24,2.0,0,1,237
R2085,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-0.017,4.0,0,1,275
R2086,Neutral,How likely are you to use the council's new online services?,18-34,Woman,1.175,1.0,0,1,157
R2087,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.418,3.0,0,1,293
R2088,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-0.578,3.0,0,1,247
R2089,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-0.918,5.0,0,1,326
R2090,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.09,1.0,0,1,188
R2091,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.528,2.0,0,1,230
R2092,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-2.493,2.0,0,1,394
R2093,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,0.35,2.0,0,1,218
R2094,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.882,5.0,0,1,244
R2095,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.343,4.0,0,1,352
R2096,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.097,3.0,0,1,194
R2097,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.447,4.0,0,1,201
R2098,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.51,3.0,0,1,389
R2099,Neutral,How likely are you to use the council's new online services?,18-34,Non-binary / self-describe,2.5,5.0,0,1,209
R2100,Neutral,How likely are you to use the council's new online services?,18-34,Man,2.216,4.0,0,1,164
R2101,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.857,1.0,0,1,207
R2102,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.464,3.0,0,1,257
R2103,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Non-binary / self-describe,0.231,4.0,0,1,192
R2104,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,2.195,3.0,0,1,168
R2105,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-2.183,1.0,0,1,147
R2106,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.227,4.0,0,1,235
R2107,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.065,,1,1,236
R2108,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-2.373,2.0,0,1,181
R2109,Neutral,How likely are you to use the council's new online services?,18-34,Man,-0.86,4.0,0,1,170
R2110,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-1.162,2.0,0,1,163
R2111,Neutral,How likely are you to use the council's new online services?,55+,Man,-1.015,,1,1,187
R2112,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.453,2.0,0,1,161
R2113,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.691,5.0,0,1,263
R2114,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.59,5.0,0,1,209
R2115,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,0.053,1.0,0,1,188
R2116,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.598,3.0,0,1,261
R2117,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-2.256,2.0,0,1,193
R2118,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-1.817,2.0,0,1,248
R2119,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.865,4.0,0,1,147
R2120,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.582,3.0,0,1,298
R2121,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-1.81,1.0,0,1,191
R2122,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.459,3.0,0,1,260
R2123,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.207,3.0,0,1,169
R2124,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-0.121,2.0,0,1,257
R2125,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.378,5.0,0,0,256
R2126,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,0.187,2.0,0,0,171
R2127,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.133,1.0,0,1,180
R2128,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.233,4.0,0,1,204
R2129,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.044,3.0,0,1,238
R2130,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.128,3.0,0,1,319
R2131,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-0.333,5.0,0,1,141
R2132,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.266,5.0,0,1,261
R2133,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.202,4.0,0,1,175
R2134,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,1.294,4.0,0,1,296
R2135,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.383,5.0,0,1,192
R2136,Neutral,How likely are you to use the council's new online services?,35-54,Woman,1.075,4.0,0,1,193
R2137,Neutral,How likely are you to use the council's new online services?,18-34,Man,1.191,3.0,0,1,220
R2138,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.177,2.0,0,1,225
R2139,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.09,2.0,0,0,167
R2140,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.212,5.0,0,1,154
R2141,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.673,3.0,0,1,201
R2142,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,1.882,3.0,0,1,252
R2143,Neutral,How likely are you to use the council's new online services?,55+,Woman,-1.141,2.0,0,1,158
R2144,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.125,,1,1,175
R2145,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.568,3.0,0,1,132
R2146,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.365,4.0,0,1,210
R2147,Neutral,How likely are you to use the council's new online services?,55+,Man,0.779,2.0,0,1,294
R2148,Neutral,How likely are you to use the council's new online services?,55+,Woman,-1.588,3.0,0,1,263
R2149,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,1.436,5.0,0,1,284
R2150,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Non-binary / self-describe,-2.282,3.0,0,1,246
R2151,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.616,3.0,0,1,295
R2152,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.941,3.0,0,1,154
R2153,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-0.739,2.0,0,1,179
R2154,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,0.06,4.0,0,1,151
R2155,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.448,4.0,0,1,234
R2156,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Non-binary / self-describe,-2.5,1.0,0,1,190
R2157,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-1.637,1.0,0,1,270
R2158,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-2.177,3.0,0,1,260
R2159,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.439,3.0,0,1,239
R2160,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.895,3.0,0,1,152
R2161,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.856,2.0,0,1,345
R2162,Neutral,How likely are you to use the council's new online services?,18-34,Man,1.374,5.0,0,1,187
R2163,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-0.121,2.0,0,1,114
R2164,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.663,2.0,0,1,273
R2165,Neutral,How likely are you to use the council's new online services?,18-34,Non-binary / self-describe,-1.258,3.0,0,1,192
R2166,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.916,3.0,0,1,170
R2167,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-0.601,1.0,0,1,177
R2168,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.54,5.0,0,1,148
R2169,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-1.218,3.0,0,1,117
R2170,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-0.176,,1,1,179
R2171,Neutral,How likely are you to use the council's new online services?,35-54,Man,-1.595,2.0,0,1,201
R2172,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,1.365,4.0,0,1,166
R2173,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-0.292,2.0,0,1,341
R2174,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.337,5.0,0,1,75
R2175,Neutral,How likely are you to use the council's new online services?,35-54,Man,1.142,3.0,0,1,255
R2176,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.981,4.0,0,1,134
R2177,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.316,3.0,0,1,127
R2178,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-0.927,1.0,0,1,242
R2179,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-0.357,4.0,0,1,199
R2180,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.913,4.0,0,1,191
R2181,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.276,1.0,0,1,213
R2182,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.384,2.0,0,1,285
R2183,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.315,4.0,0,1,193
R2184,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-1.102,4.0,0,1,139
